Original_ProjectID,Original_Class,PromisePlus_ProjectID,PromisePlus_Class,RequirementText
7,F,7,F,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.
7,F,7,F,PME Subsystem shall allow for a product to exist in more than one submenu
7,F,7,F,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.
7,F,7,F,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.
7,F,7,F,Product formulas shall allow use of semi-products  which have own formulas.
7,F,7,F,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.
7,F,7,F,The System shall allow entering  storing and modifying product formulas.
7,F,7,F,Formula substitutionary ingredients shall be kept in persisted order
7,F,7,F,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.
7,F,7,F,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.
7,PE,7,PE,The System shall allow for a minimum of  6 users to work at the same time.
7,O,7,O,The System shall utilize currently owned computer equipment.
7,O,7,O,The System shall be able to automatically backup business data and restore them on demand.
7,PE,7,PE,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.
7,SE,7,SE,The System shall granularly control access rights to all major subsystems.  It should be possible to assign access rights to all subsystems independently.
7,L,7,L,The System shall meet all applicable accounting standards.  The final version of the System must successfully pass independent audit performed by a certified auditor.
7,O,7,O,The System shall not require additional third party licenses resulting in royalty fees.
7,F,7,F,The System shall allow generation of Inventory Quantity Adjustment documents on demand.
7,SE,7,SE,The System shall maintain consistent security.  Any changes in user passwords and/or permissions should take affect in all parts of the System.
8,SE,8,SE,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.
8,LF,8,LF,The website should cater to all tribes in Nigeria.
8,SE,8,SE,The streaming server will have anti-virus software to prevent infection of malicious viruses.
8,SE,8,SE,All credit card information will be encrypted in the database.
8,SE,8,SE,All customer information will be stored on a secure database  accessible only to authorized personnel.
8,SE,8,SE,The system shall notify customers of changes to its information policy.
8,SE,8,SE,The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.
8,SE,8,SE,The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.
8,SE,8,SE,A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.
8,SE,8,SE,Only authorized personnel can access sales information.
8,SE,8,SE,Only administrators can activate a pre-paid card.
8,SE,8,SE,Only authorized personnel can access customer records in the database.
8,LF,8,LF,The website shall not be offensive to religious or ethnic groups.
8,SE,8,SE,Only registered customers can purchase streaming movies.
8,F,8,SE,Only registered customers can purchase streaming movies.
8,O,8,O,The product shall be able to be installed in the specified environment within 1 working day.
8,A,8,A,Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.
8,US,8,US,The website will provide a help section with answers and solutions to common problems.
8,A,8,A,The system will provide a 24 hour 800 toll free number for support to its customers.
8,SE,8,SE,The website shall prevent its data from being corrupted when incorrect data is entered in.
8,LF,8,LF,The website should appeal to all Africans  not only Nigerians.
8,F,8,F,viewing a movie details the website will display the movies description actor and director entered in by the administrator.
8,L,8,L,IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.
8,PE,8,PE,Izogn Administrator must be able to add new products to the website within 2 minutes.
8,F,8,F,The owner shall have free access to all of the streaming movies.
8,F,8,F,Daily usage statistics should be logged  and accessible by the administrator.
8,F,8,F,All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.
8,F,8,F,All streaming movie sales will be logged in the database  and accessible by the administrator.
8,F,8,F,Website must be able to support free trial periods with various parameters set by the Izogn Manager.
8,F,8,F,Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.
8,F,8,F,Pre-paid cards shall be distributed via email or via a printed paper card.
8,O,8,O,The website should use Flash to provide animation on the home page.
8,F,8,F,Website shall allow customers to purchase pre-paid cards of $5  $10  or $20 value either by credit card or mail-in payment option.
8,F,8,F,Website shall allow the Izogn administrator to approve a review posted by a customer.
8,F,8,F,Website shall allow customers to add their own movie review for a selected movie.
8,F,8,F,Website shall allow customers to view reviews of selected movies by other customers.
8,F,8,F,Website shall allow customers to browse movies by categories entered in by izogn administrator.
8,F,8,F,shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.
8,F,8,F,Website shall request  and authorize credit card payment before allowing a user to stream a movie.
8,F,8,F,The website will allow customers to search for movies by title  actor  or director.
8,L,8,L,The PHP code will comply with PEAR standards.
8,L,8,L,The website will comply with W3C standards.
8,F,8,F,System will allow customers to pay for a streaming movie with a pre-paid card.
8,PE,8,PE,Izogn Administrator must be able to update the category listings on the website within 2 minutes.
8,F,8,F,System shall automatically update the main page of the website every Friday  and show the 4 latest movies that have been added to the website.
8,O,8,O,Movies shall be encoded for 56k and 256k streams.
8,US,8,US,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.
8,US,8,US,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.
8,US,8,US,Users should only have to navigate through a maximum of 4 pages  to create an account with the website.
8,US,8,US,The product should be able to be used by 90% of novice users on the Internet.
8,LF,8,LF,The website design should be modern  clean  and concise.
8,LF,8,LF,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.
8,LF,8,LF,The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.
8,PE,8,PE,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.
8,US,8,US,The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.
8,PE,8,PE,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.
8,MN,8,MN,Promotional updates to the website should take a day to update.
8,PE,8,PE,System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.
8,PE,8,PE,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.
8,PE,8,PE,System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.
8,PE,8,PE,System shall let existing customers log into the website with their email address and password in under 5 seconds.
8,PE,8,PE, Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.
8,PE,8,PE,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.
8,PE,8,PE,System shall let the administrator add/remove categories on the website in under 5 minutes.
8,US,8,US,The product shall use symbols and words that are naturally understandable by users familiar with websites
8,US,8,US,Users should be able to access their streaming movies in under 2 clicks after logging into the website.
8,PE,8,PE,Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.
8,O,8,O,Movies shall be encoded and streamed via Windows Media Player 9.0.
8,O,8,O,Website must be fully operational with MSN TV2.
8,O,8,O,Website must interface with the CyberSource API to process credit card transactions.
8,O,8,O,We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.
8,O,8,O,The same hardware supporting the current website will be used to support the new system.
8,US,8,US,The website will use standard Internet conventions when interacting with the user.
8,MN,8,MN,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.
8,SC,8,SC,The website shall be capable of supporting 100 000 customers.
8,SC,8,SC,The server will support a maximum of 1 000 simultaneous users.
8,SC,8,SC,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.
8,O,8,O,All aspects of the website shall be accessed by a web browser over the Internet.
8,FT,8,FT,The website shall continue to operate if the payment gateway goes down.
8,FT,8,FT,The website shall continue to operate if the streaming server goes down.
8,A,8,A,All movies shall be streamed on demand  at any time of the day.
8,A,8,A,The website shall achieve 99.5% up time.
8,A,8,A,The website shall be available for use 24 hours per day  365 days per year.
8,SE,8,SE,All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.
8,PE,8,PE,When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.
8,SC,8,SC,The streaming server will support 50 simultaneous streaming connections.
9,F,9,F,If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.
9,F,9,F,If the leads score falls within the low average then it will be returned to the supplying vendor
9,F,9,F,The leads washing functionality will compile both contact and academic scoring information for a total score.
9,F,9,F,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.
9,F,9,F,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.
9,F,9,F,The leads washing functionality shall receive a period list of available reps from the enterprise system.
9,F,9,F,The leads washing functionality will verify the users authentication and rights to make parameter updates.
9,F,9,F,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.
9,F,9,F,Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.
9,F,9,F,If the leads score falls within the high average score then it will be process by the ARA functionality.
9,F,9,F,The leads washing functionality will have an interface in which lead data parameters can be maintained.
9,F,9,F,The leads washing functionality will insert all leads captured by the web service.
9,PE,9,PE,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.
9,F,9,F,If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.
9,F,9,F,Vendor will submit a credit validation record to be applied to the enterprise billing system.
9,F,9,F,The vendor will verify the invalid lead.
9,MN,9,MN,Washing parameters will be updated during scheduled maintenance hours.
9,A,9,A,Defect reports will be available to technical units on a 24x7 basis.
9,O,9,O,The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.
9,O,9,O,The lead washing process will operate within the established physical web service structure.
9,PE,9,PE,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.
9,PE,9,PE,For leads that process longer than 25 seconds the system will record the event and duration
9,PE,9,PE,Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.
9,F,9,F,The leads washing functionality will validate all leads received by the web service for valid data
10,F,10,F,For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.
10,F,10,F,For each shot  the product shall notify the players whether the shot was a hit or miss.
10,F,10,F,For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.
10,F,10,F,For each turn  the product shall allow the offensive player to define a shot.
10,F,10,F,The product shall prevent the player from overlapping ships on their grid.
10,F,10,F,The product shall maintain the status of each player for a turn  either offensive or defensive.
10,F,10,F,For each turn  the product shall identify one player as offensive status and one player as defensive status.
10,F,10,F,When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.
10,F,10,F,For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.
10,F,10,F,The product shall allow the player to position ships diagonally on their grid
10,F,10,F,At the start of each turn  the product shall notify each player of his or her status.
10,F,10,F,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.
10,F,10,F,If the shot was marked as a miss  the product shall change the status of the offensive player to defensive
10,F,10,F,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.
10,F,10,F,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.
10,F,10,F,If the shot was marked as a hit  the product shall allow the offensive player to define a shot.
10,F,10,F,If the shot was marked as a miss  the product shall change the status of the defensive player to offensive
10,F,10,F,The product shall continue to assign turns until the game is ended.
10,F,10,F,The product shall allow a player to end a game at any time during the game.
10,F,10,F,When a game is ended  the product shall notify the players that the game is ended.
10,F,10,F,The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).
10,F,10,F,When a game is ended  the product shall allow each player to remove himself or herself from the list of players.
10,F,10,F,The product shall allow the player to position ships vertically on their grid.
10,F,10,F,When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.
10,F,10,F,The product shall allow a player to position ships horizontally on their grid.
10,F,10,F,When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.
10,F,10,F,The product shall prevent a player from viewing the offensive or defensive grids of the other player.
10,F,10,F,Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.
10,LF,10,LF,The product shall simulate the look of ships at sea.
10,LF,10,LF,The product shall display the grids within a circle as a view from a periscope.
10,LF,10,LF,The product shall display each type of ship in a grid using an image of the specific type of ship.
10,LF,10,LF,When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.
10,LF,10,LF,When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.
10,LF,10,LF,When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.
10,LF,10,LF,When a ship is sunk  the product shall simulate the sound of a sinking ship.
10,A,10,A,The product shall be available 24 hours per day  seven days per week.
10,PE,10,PE,The product shall able to handle a large number of games simultaneously.
10,PE,10,PE,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.
10,US,10,US,The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.
10,PE,10,PE,The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.
10,PE,10,PE,The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.
10,SE,10,SE,The product shall provide players no access to information that might reveal the identity of another player
10,F,10,F,Once a game is initiated  the product shall display an offensive grid to each player.
10,F,10,F,Once a game is initiated  the product shall display a defensive grid to each player
10,F,10,F,The product shall allow a player to initiate a game by selecting another available player from the list of players.
10,US,10,US,The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.
10,F,10,F,The product shall make inactive players unavailable for selection from the list of players.
10,F,10,F,The product shall remove players who have been inactive for 24 hours from the list of players.
10,F,10,F,Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.
10,F,10,F,The product shall allow a user to identify himself or herself as a player.
10,F,10,F,The product shall maintain a list of players.
10,PE,10,PE,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.
10,PE,10,PE,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.
10,F,10,F,The product shall allow a user to remove himself or herself from the list of players at any time.
11,MN,11,MN,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.
11,LF,11,LF,The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.
11,LF,11,LF,The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.
11,SE,11,SE,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.
11,A,11,A,The system must be available for use between 7:00AM and 11:59PM all days of the year.
11,SE,11,SE,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.
11,PE,11,PE,On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.
11,PE,11,PE,On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.
11,PE,11,PE,The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.
11,US,11,US,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.
11,US,11,US,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.
11,A,11,A,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.
12,SE,12,SE,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.
12,SE,12,SE,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.
12,SE,12,SE,The product shall have security.The product shall provide authentication  and authorization.
12,MN,12,MN,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.
12,MN,12,MN,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.
12,O,12,O,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.
12,O,12,O,The product shall be platform independent.The product shall enable access to any type of development environment and platform.
12,SC,12,SC,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.
12,FT,12,FT,The product shall be robust.The product shall have fault avoidance based on standards adoption.
12,FT,12,FT,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.
12,PE,12,PE,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.
12,A,12,A,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.
12,LF,12,LF,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.
12,US,12,US,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.
12,US,12,US,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.
12,LF,12,LF,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.
12,PE,12,PE,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications
12,PE,12,PE,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.
12,PE,12,PE,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds
12,PE,12,PE,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.
12,US,12,US,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)
13,SE,13,SE,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.
13,MN,13,MN,All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation
13,MN,13,MN,The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.
13,O,13,O,The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.
13,O,13,O,The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.
13,SC,13,SC,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.
13,US,13,US,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.
13,SC,13,SC,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.
13,US,13,US,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.
13,US,13,US,The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.
13,US,13,US,The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard
13,LF,13,LF,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports
13,LF,13,LF,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.
13,LF,13,LF,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.
13,US,13,US,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available)
14,MN,14,MN,New System version releases shall be released at the beginning of each NFL season.
14,MN,14,MN,Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.
14,O,14,O,A secondary database will be used to store historical statistics and data.
14,O,14,O,A primary database will be used to store cached data for active users.
14,A,14,A,The application shall have a downtime of at most 10 minutes per year.
14,PE,14,PE,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.
14,US,14,US,The application shall ask the user to confirm dropping a player or trading a player before performing the action.
14,O,14,O,The application shall run on a web application server.
14,US,14,US,A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.
14,LF,14,LF,The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.
14,LF,14,LF,Each page shall contain a similar format with action items in one location and navigation buttons in a different location.
14,LF,14,LF,Each page shall contain a navigation menu which shows the index into which the current page is contained.
14,SE,14,SE,The Commissioner will be the only authorized user per league to adjust league settings.
14,US,14,US,Users shall be able to view at least 25 NFL player statistics and points on each page.
15,PE,15,PE,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.
15,US,15,US,The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.
15,LF,15,LF,The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.
15,LF,15,LF,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.
15,SE,15,SE,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..
15,SE,15,SE,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.
15,MN,15,MN,Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.
15,O,15,O,98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls
15,O,15,O,98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.
15,A,15,A,The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.
15,MN,15,MN,New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.
